category,question,answer,source
이용방법 안내,모바일 카드를 등록한 다음 앱에서 모바일 카드 번호 전체를 보려면 어떻게 해야 해?,"카드사 앱에 접속 후 카드 관리로 들어가서 카드 정보 확인을 누르고, 가려진 정보 확인을 누르면 모바일 카드 번호 전체를 볼 수 있어.",하나카드:23605
이용내역 안내,후불 교통카드를 사용 이력이 있으면 왜 혜택을 받을 수 없지?,"신용 결제 이력이 있으면 이벤트 대상에서 제외되는데, 후불 교통카드는 신용 기능이기 때문이다.",하나카드:23606
프리미엄 바우처 안내/발급,바우처를 신청하고 나서 취소가 가능한가요?,"네, 당일에 한해 취소가 가능합니다.",하나카드:23610
이용내역 안내,카드 갱신 후 자동으로 변경되지 않아 직접 변경해야 하는 서비스는 무엇인가?,현대해상 보험과 에스케이매직 정수기,하나카드:23609
오토할부/오토캐쉬백 안내/신청/취소,오토캐시백을 받기 위해서는 어떻게 해야 하나요?,가상 계좌에 선입금하고 카드로 결제하기,하나카드:23613
신용공여기간 안내,카드사 앱에는 실적을 확인할 수 있는 메뉴가 있나요?,네.,하나카드:23607
프리미엄 바우처 안내/발급,바우처는 어떻게 사용하면 되니?,문자로 받은 신세계상품권을 이마트 등에서 교환하여 사용하면 돼.,하나카드:23610
선결제/즉시출금,선결제를 하려면 결제 건 영수증이 들어와야 해?,응.,하나카드:23608
신용공여기간 안내,4월 카드 대금을 미리 결제할 수 있나요?,"아니요, 아직 금액이 확정되지 않아 불가능합니다.",하나카드:23611
선결제/즉시출금,결제 금액이 확정되지 않았더라도 선결제 가능한 항목은 뭐야?,"할부 금액, 일시불 금액",하나카드:23618
신용공여기간 안내,카드사 어플에서 카드대금 결제일을 변경할 수 있나요?,네.,하나카드:23620
선결제/즉시출금,카드 결제일에 따라 출금 금액에 어떤 차이가 발생하나요?,수수료 차이로 인해 출금 금액에 차이가 발생함,하나카드:23617
신용공여기간 안내,카드를 발급한 다음 달에는 카드 사용 실적이 없어도 할인 혜택을 받을 수 있어?,"응, 실적이 없어도 할인 적용이 가능해.",하나카드:23611
승인취소/매출취소 안내,카드사에서 해외 결제 취소를 직접 할 수 있나요?,"아니요, 카드사는 해외 결제 취소 권한이 없어 알리익스프레스에 취소 요청을 해야 합니다.",하나카드:23616
장기카드대출 안내,연체되었던 카드 대금 결제 후 완납으로 정정 발송되기까지 얼마나 걸리나요?,평일 기준 2~3일 소요됩니다.,하나카드:23614
신용공여기간 안내,결제일 변경은 어떻게 할 수 있나요?,어플이나 상담원을 통해 변경 가능,하나카드:23620
결제일 안내/변경/취소,이번 달부터 결제일이 변경되나요?,아니요.,하나카드:23638
이벤트 안내,현대백화점 면세점에서 무이자 혜택이 적용되나요?,예.,하나카드:23669
이용내역 안내,카드사에서 해당 결제를 취소할 수 있나?,아니요.,하나카드:23636
한도상향 접수/처리,외국인등록증을 오늘까지 제출하지 않을 경우 한도 상향 심사는 불가해?,응.,하나카드:23634
이용내역 안내,해외 호텔 사용 금액이 완전히 취소된 상태인가요?,"아니요, 나중에 영수증이 매입되면 다시 청구될 수 있습니다.",하나카드:23679
도난/분실 신청/해제,주회원이 카드 재발급을 요청해야 하나요?,예.,하나카드:23701
이용내역 안내,할부 수수료가 매월 다른 이유는 무엇인가?,남아있는 원금에 따라 이자가 발생하기 때문,하나카드:23696
결제대금 안내,미청구된 할부 원금은 얼마야?,180만 원,하나카드:23697
한도상향 접수/처리,어떻게 한도 상향이 처리되었나요?,심사 없이 고객 요청에 따라 즉시 처리되었습니다.,하나카드:23693
한도상향 접수/처리,한도 상향을 정기 한도로 요청되었어?,"응, 상향이 계속 유지 될 수 있도록 정기 한도로 요청되었다.",하나카드:23699
쇼핑케어,쇼핑케어 서비스를 취소한 카드는 정상적으로 사용이 가능한가요?,예.,하나카드:23692
이용내역 안내,주유소에서의 결제 금액의 일부가 승인 거절되었어?,응.,하나카드:23711
선결제/즉시출금,장기 카드론 대출의 상환 방식은 어떻게 진행되고 있나요?,원금 균등 상환 방식,하나카드:23690
승인취소/매출취소 안내,결제 금액이 정상적으로 취소되었어?,응.,하나카드:23705
이용방법 안내,바코드 기계가 없는 곳에서도 바코드 결제가 가능해?,아니.,하나카드:23702
이용방법 안내,분실 해제된 카드는 정상적으로 결제되었나요?,아니요.,하나카드:23707
이용방법 안내,편의점에서 결제할 때 가장 편리한 결제 방법은 어떻게 하는 거야?,바코드로 결제,하나카드:23702
이벤트 안내,이벤트를 통해 받은 포인트는 어떻게 사용할 수 있어?,포인트는 고객이 캐시백으로 받거나 사용처에서 온라인 결제도 가능하다.,하나카드:23713
금리인하요구권 안내/신청,금리인하요구권 신청으로 금리가 1% 인하 되었어?,아니.,하나카드:23717
이용내역 안내,지마켓 연결해 주는 설정을 카드사에서 변경할 수 있어?,아니.,하나카드:23714
교육비,스쿨뱅킹으로 급식비 카드 등록은 완료됐어?,응.,하나카드:23715
입금내역 안내,카드에서 출금된 금액은 ATM에서 인출되었나요?,아니요.,하나카드:23720
결제계좌 안내/변경,해외에서 카드 사용 시 결제 방식은 어떻게 진행되나요?,달러 유에스디 신용결제로 외화 계좌에서 결제일에 출금 청구됨,하나카드:23744
승인취소/매출취소 안내,카드 청구서에 카드 결제 취소 내역이 포함된 이유가 뭐야?,카드 결제 취소가 청구서가 작성되고 나서 되었기 때문에 청구서에는 표기가 되는 거야.,하나카드:23749
단기카드대출 안내/실행,현금 서비스의 현재 이자율은 몇 프로인가?,15.4%,하나카드:23762
단기카드대출 안내/실행,카드사가 은행 대출 이율을 알 수 있나요?,아니요.,하나카드:23762
선결제/즉시출금,리볼빙 서비스를 해지하면 추후 재이용이 어려울 수 있나요?,예.,하나카드:23760
선결제/즉시출금,이월된 금액은 어떻게 청구될 예정인가요?,이월된 금액은 다음 달에 합산되어 청구될 예정입니다.,하나카드:23760
결제대금 안내,신용카드는 사용한 후 바로 선결제를 할 수 있어요?,아니요.,하나카드:23766
선결제/즉시출금,단기 카드 대출 납부금액에는 수수료도 포함된 거야?,응.,하나카드:23768
선결제/즉시출금,왜 처음 인출을 시도한 계좌에서 결제가 실패했나요?,잔액 부족으로 인해 결제가 실패했습니다.,하나카드:23764
한도 안내,재발급 받은 카드의 번호랑 분실한 카드의 번호는 같아?,아니.,하나카드:23770
단기카드대출 안내/실행,대출 실행을 위한 카드 비밀번호 인증은 어떻게 했지?,상담사가 연결해 준 ARS에 카드 비밀번호를 눌렀다.,하나카드:23776
결제대금 안내,11월 11일에 승인된 아파트 관리비는 얼마야?,50만 원,하나카드:23779
이용내역 안내,보험 납부 시 할부 개월 수가 있나요?,"예, 할부 개월 수가 있습니다.",하나카드:23777
"정부지원 바우처 (등유, 임신 등)",교육 급여 바우처는 어떤 방식으로 사용할 수 있나요?,체크카드 포인트처럼 가맹점에서 사용 가능,하나카드:23804
"정부지원 바우처 (등유, 임신 등)",성인용품을 살 때 교육 급여 바우처를 사용할 수 있어?,아니.,하나카드:23804
이용방법 안내,카드 포인트 적립 기준은 어떻게 구분돼?,월 적립형과 일 적립형으로 구분되어 있어.,하나카드:23809
연체대금 안내,카드 연체 대금의 납부가 지연되면 어떻게 돼?,카드 사용이 일시 정지되거나 카드 한도가 하향될 수 있어.,하나카드:23803
서비스 이용방법 안내,카드 이용 후 청구 할인 금액은 어떻게 확인할 수 있나요?,앱의 이용 내역에서 건별 내역을 클릭하여 확인,하나카드:23811
"정부지원 바우처 (등유, 임신 등)",교육 급여 바우처는 어떻게 사용할 수 있어?,물품 구매 등에 사용할 수 있다.,하나카드:23812
입금내역 안내,카드 대금 청구가 확정되기 전에도 가상계좌를 통해 결제할 수 있어?,"아니, 청구 금액이 확정되지 않으면 결제가 안 돼.",하나카드:23876
"정부지원 바우처 (등유, 임신 등)",교육 급여 포인트는 어떻게 사용할 수 있나요?,물품 구매 시 포인트로 차감 가능,하나카드:23812
선결제/즉시출금,카드 해지 시 청구 예정 금액 완납 후 나중에 청구될 수 있는 항목은 뭐야?,"미매입 금액, 후불 교통 카드 사용 금액, 문자 수수료, 자동 이체 이용 금액 등은 추후 청구될 수 있어.",하나카드:23863
이용방법 안내,모바일 결제 서비스에 카드 등록하는 건 카드 소지자가 직접 해야 해?,응.,하나카드:23862
한도상향 접수/처리,한도 심사를 위한 소득 서류 확인 절차가 어떻게 돼?,손님이 공공 마이 데이터 이용에 동의하면 심사부에서 서류 확인이 가능해.,하나카드:23880
입금내역 안내,가상 계좌에 선결제하고 남은 차액은 어떻게 처리돼?,내일 중에 결제 계좌로 환급돼.,하나카드:23876
심사 진행사항 안내,통신 요금 할인 금액은 카드 실적에 따라 달라져?,응.,하나카드:23881
입금내역 안내,선결제한 금액이 다시 청구될 가능성이 있나요?,"아니요, 이미 반영되어 다시 청구되지 않아요.",하나카드:23883
매출구분 변경,일시불로 결제한 금액을 할부로 변경하게 되면 추가 할부 수수료는 면제됩니까?,"아니요, 할부 수수료가 부과됩니다.",하나카드:23882
결제대금 안내,결제 날짜에 따라 이자가 달라지나요?,"네, 결제 날짜가 달라지면 첫 달 이자가 달라질 수 있어요.",하나카드:23884
입금내역 안내,선결제한 금액이 왜 이번 달 명세서에 반영되지 않았습니까?,선결제가 명세서 발송 후에 이루어졌기 때문에 이번 달 명세서에 반영되지 않았습니다.,하나카드:23883
결제대금 안내,부문 무이자 할부도 가능한가요?,"네, 가능합니다.",하나카드:23884
이용내역 안내,해외에서 카드 사용 후 전표 접수에 보통 얼마나 소요되나요?,5영업일에서 일주일에서 열흘 정도,하나카드:23886
이용내역 안내,체크 카드와 신용 카드의 환급 처리 방식이 다른가요?,아니요.,하나카드:23886
도난/분실 신청/해제,카드를 찾아주러 전화한 사람의 성함은 무엇인가요?,확인되지 않았습니다.,하나카드:23894
이용방법 안내,제휴카드 사용 실적에 포함되지 않는 항목은 무엇인가?,보험료,하나카드:23900
이벤트 안내,해당 카드의 무이자 할부 서비스는 어떻게 적용되나요?,매달 업종별로 무이자 할부 이벤트가 진행됩니다.,하나카드:23898
결제일 안내/변경/취소,결제일을 변경한 후에 바로 재변경이 가능한가요?,"아니요, 일정 기간 동안 재변경이 불가해요.",하나카드:23909
결제일 안내/변경/취소,결제일을 바꾼 후에 60일이 지나지 않았어도 결제일을 바꿀 수 있지?,아니.,하나카드:23928
가상계좌 예약/취소,미납 금액을 처리할 수 있는 방법은 무엇인가?,연결 계좌로 즉시 출금 또는 가상계좌 문자 발송,하나카드:23919
이용내역 안내,카드 결제 시 처음에는 할인 금액이 즉시 차감되나요?,"아니요, 처음 결제 시에는 원래 금액으로 결제되고 나중에 청구일에 할인 금액이 차감됩니다.",하나카드:23927
선결제/즉시출금,이중 출금이 되면 환불 요청을 따로 해야 돼?,아니.,하나카드:23926
